condition,method,seed,feedback_seed,feedback_rank,epoch,n_train,input_noise,train_label_noise,loss,test_acc
low_sample_noisy,nmnc,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.475919246673584,0.54541015625
low_sample_noisy,nmnc,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.4613335132598877,0.54296875
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,219925.171875,0.13623046875
low_sample_noisy,bp,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.312914252281189,0.449951171875
task_aligned,drtp_random,2.0,2.0,0.0,14.0,4096.0,0.15,0.4,77411860480.0,0.368408203125
low_sample_noisy,nmnc,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.4859437942504885,0.521240234375
task_aligned,vnc,2.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.4624191522598269,0.915771484375
nuisance_dominant,drtp_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,1206025728.0,0.121337890625
nuisance_dominant,ndfa_random_kronecker,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.093606486916542,0.40869140625
nuisance_dominant,drtp_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,811369984.0,0.135009765625
task_aligned,vnc,2.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.459089756011963,0.916015625
task_aligned,ndfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.325221061706543,0.84716796875
task_aligned,ndfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.2956973314285278,0.850830078125
nuisance_dominant,ndfa_random_kronecker,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.0929644629359245,0.40185546875
nuisance_dominant,ndfa_random_kronecker,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.095606081187725,0.40966796875
nuisance_dominant,nmnc,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.4411399364471436,0.1865234375
nuisance_dominant,vnc,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.2267156839370728,0.1806640625
nuisance_dominant,nmnc,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.4701247215270996,0.18115234375
nuisance_dominant,nmnc,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.4500480890274048,0.17919921875
task_aligned,fa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.4,16115.162109375,0.48388671875
task_aligned,fa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.4,46579.08203125,0.431396484375
nuisance_dominant,drtp_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,1339666176.0,0.123291015625
nuisance_dominant,vnc,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.3008850812911987,0.176513671875
nuisance_dominant,vnc,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.3621565103530884,0.170654296875
low_sample_noisy,vnc,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.3494048118591309,0.50048828125
low_sample_noisy,drtp_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,445090004992.0,0.12158203125
low_sample_noisy,vnc,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.32733154296875,0.525146484375
low_sample_noisy,vnc,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.2625447511672974,0.55029296875
task_aligned,fa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.4,8216.4931640625,0.456787109375
task_aligned,nmnc,2.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.5114049911499023,0.915283203125
task_aligned,vnc,2.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.4699004888534546,0.908203125
low_sample_noisy,drtp_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,429533462528.0,0.124755859375
low_sample_noisy,drtp_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,380506439680.0,0.12548828125
low_sample_noisy,ndfa_random_kronecker,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.2097178548574447,0.48046875
task_aligned,vnc,2.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.4232699871063232,0.91259765625
nuisance_dominant,nmnc,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,1.5064600706100464,0.187744140625
nuisance_dominant,vnc,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,1.226522445678711,0.176025390625
nuisance_dominant,nmnc,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,1.6299821138381958,0.182861328125
nuisance_dominant,nmnc,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,1.4402464628219604,0.179443359375
task_aligned,drtp_random,2.0,2.0,0.0,14.0,1024.0,0.05,0.4,18129146.0,0.131103515625
task_aligned,drtp_random,2.0,1.0,0.0,14.0,1024.0,0.05,0.4,15379628.0,0.225341796875
nuisance_dominant,drtp_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,1330116736.0,0.134521484375
nuisance_dominant,vnc,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,1.245107650756836,0.203369140625
nuisance_dominant,vnc,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,1.1595863103866575,0.2021484375
low_sample_noisy,vnc,4.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.286675214767456,0.56787109375
low_sample_noisy,drtp_random,4.0,2.0,0.0,14.0,4096.0,0.15,0.4,403698024448.0,0.127685546875
low_sample_noisy,vnc,4.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.4126551151275637,0.46826171875
low_sample_noisy,vnc,4.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.3185815811157229,0.5400390625
task_aligned,ndfa_random,1.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.1068543195724487,0.801025390625
low_sample_noisy,drtp_random,4.0,0.0,0.0,14.0,4096.0,0.15,0.4,1317892259840.0,0.1259765625
low_sample_noisy,ndfa_random_kronecker,4.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.3269983232021332,0.48046875
low_sample_noisy,drtp_random,4.0,1.0,0.0,14.0,4096.0,0.15,0.4,1152231407616.0,0.1259765625
task_aligned,ndfa_random,1.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.0948952436447144,0.790283203125
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,66072.390625,0.118896484375
nuisance_dominant,fa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,403928.65625,0.125244140625
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,10935.04296875,0.1328125
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,111362.21875,0.117919921875
task_aligned,dfa_random,1.0,1.0,0.0,14.0,1024.0,0.05,0.4,4.093711853027344,0.475830078125
nuisance_dominant,bp,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.8833589553833008,0.182861328125
task_aligned,dfa_random,1.0,2.0,0.0,14.0,1024.0,0.05,0.4,3.23105525970459,0.474609375
task_aligned,nmnc,2.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.5143840312957764,0.90966796875
low_sample_noisy,ndfa_random_kronecker,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.2248562127351761,0.480224609375
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.8103684782981873,0.537841796875
low_sample_noisy,ndfa_random_kronecker,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.2558513283729553,0.487548828125
task_aligned,nmnc,2.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.512092351913452,0.90869140625
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,0.8758399486541748,0.524169921875
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,0.8231683969497681,0.548095703125
low_sample_noisy,nmnc,4.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.5138311386108398,0.525634765625
low_sample_noisy,nmnc,4.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.461845874786377,0.564697265625
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.0,783.9284057617188,0.19482421875
low_sample_noisy,bp,0.0,0.0,0.0,14.0,512.0,0.05,0.0,0.5120559334754944,0.35693359375
low_sample_noisy,nmnc,4.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.5238937139511108,0.501708984375
task_aligned,ndfa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.1188656091690063,0.78076171875
task_aligned,fa_random,1.0,2.0,0.0,14.0,4096.0,0.15,0.4,150364.359375,0.42431640625
task_aligned,fa_random,1.0,1.0,0.0,14.0,4096.0,0.15,0.4,189299.546875,0.271484375
nuisance_dominant,drtp_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,2547174144.0,0.130615234375
nuisance_dominant,ndfa_random_kronecker,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.0527921915054321,0.5078125
nuisance_dominant,drtp_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,2262529536.0,0.11669921875
task_aligned,vnc,2.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.421535849571228,0.9033203125
task_aligned,vnc,2.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.423060417175293,0.908447265625
nuisance_dominant,ndfa_random_kronecker,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.048258651047945,0.52734375
nuisance_dominant,ndfa_random_kronecker,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.0472639240324497,0.511474609375
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,39878.859375,0.157958984375
low_sample_noisy,fa_random,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,128827.71875,0.149169921875
low_sample_noisy,fa_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,99988.515625,0.1796875
low_sample_noisy,fa_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,127438.0234375,0.12548828125
task_aligned,dfa_random,3.0,1.0,0.0,14.0,4096.0,0.15,0.4,324.7474975585937,0.475341796875
low_sample_noisy,dfa_random,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,10384.9365234375,0.22412109375
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,72272.046875,0.313232421875
task_aligned,dfa_random,3.0,0.0,0.0,14.0,4096.0,0.15,0.4,516.0185546875,0.466796875
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.7622341513633728,0.36865234375
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.6374484300613403,0.382568359375
nuisance_dominant,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.750806450843811,0.344970703125
task_aligned,bp,3.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.4097509384155271,0.914306640625
task_aligned,dfa_random,1.0,0.0,0.0,14.0,1024.0,0.05,0.4,2.0284628868103027,0.68310546875
task_aligned,bp,1.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.5257748365402222,0.901123046875
nuisance_dominant,fa_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,120563.625,0.115478515625
nuisance_dominant,fa_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,1874490.25,0.123779296875
nuisance_dominant,fa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,529232.25,0.13134765625
nuisance_dominant,ndfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.4319943785667419,0.46142578125
nuisance_dominant,ndfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.3708845376968384,0.512939453125
nuisance_dominant,ndfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.3617279529571533,0.49267578125
task_aligned,nmnc,2.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.4795796871185305,0.899658203125
task_aligned,nmnc,2.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.4805244207382202,0.90234375
nuisance_dominant,fa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,464013.5625,0.123291015625
nuisance_dominant,fa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,1444974.375,0.122802734375
low_sample_noisy,fa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.0,5204.41650390625,0.14013671875
low_sample_noisy,ndfa_random,0.0,0.0,0.0,14.0,512.0,0.05,0.0,0.1757859289646148,0.693359375
low_sample_noisy,fa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.0,22430.27734375,0.1181640625
low_sample_noisy,fa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.0,148890.40625,0.12890625
task_aligned,dfa_random,1.0,2.0,0.0,14.0,4096.0,0.15,0.4,103.32796478271484,0.369384765625
low_sample_noisy,dfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.0,1328.652587890625,0.16015625
low_sample_noisy,dfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.0,289.70526123046875,0.174560546875
task_aligned,fa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,134172.28125,0.577880859375
nuisance_dominant,ndfa_random_kronecker,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,0.0911966934800148,0.42724609375
nuisance_dominant,drtp_random,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,2538491904.0,0.133056640625
nuisance_dominant,drtp_random,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,3346861056.0,0.130615234375
nuisance_dominant,vnc,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.1351786851882937,0.18408203125
nuisance_dominant,drtp_random,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,1087367680.0,0.120361328125
task_aligned,nmnc,0.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.4640300273895264,0.8994140625
task_aligned,nmnc,0.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.4637749195098877,0.906005859375
nuisance_dominant,ndfa_random_kronecker,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,0.085400253534317,0.398193359375
nuisance_dominant,ndfa_random_kronecker,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,0.0895099639892578,0.394287109375
low_sample_noisy,nmnc,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,1.465457558631897,0.59130859375
low_sample_noisy,nmnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,1.503060817718506,0.538818359375
low_sample_noisy,vnc,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,1.4183108806610107,0.487548828125
low_sample_noisy,bp,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.1365796327590942,0.547119140625
low_sample_noisy,nmnc,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,1.5447402000427246,0.5283203125
low_sample_noisy,vnc,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,1.3367153406143188,0.557373046875
task_aligned,dfa_random,3.0,2.0,0.0,14.0,4096.0,0.15,0.4,593.95556640625,0.372802734375
nuisance_dominant,bp,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.7836652398109436,0.204345703125
nuisance_dominant,nmnc,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,1.632542371749878,0.18505859375
nuisance_dominant,dfa_random,4.0,2.0,0.0,14.0,1024.0,0.15,0.2,33944.05078125,0.12646484375
nuisance_dominant,dfa_random,4.0,1.0,0.0,14.0,1024.0,0.15,0.2,21897.353515625,0.14013671875
nuisance_dominant,nmnc,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,1.448365330696106,0.193603515625
task_aligned,bp,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.4402079582214355,0.90576171875
task_aligned,nmnc,2.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.475905418395996,0.900634765625
nuisance_dominant,dfa_random,4.0,0.0,0.0,14.0,1024.0,0.15,0.2,144333.515625,0.14306640625
task_aligned,dfa_random,1.0,1.0,0.0,14.0,4096.0,0.15,0.4,631.86767578125,0.504150390625
low_sample_noisy,ndfa_random_kronecker,0.0,1.0,0.0,14.0,512.0,0.05,0.0,0.0284061674028635,0.781494140625
low_sample_noisy,ndfa_random_kronecker,0.0,0.0,0.0,14.0,512.0,0.05,0.0,0.0284175965934991,0.782470703125
low_sample_noisy,ndfa_random_kronecker,0.0,2.0,0.0,14.0,512.0,0.05,0.0,0.0272649265825748,0.76025390625
nuisance_dominant,vnc,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,1.1205717325210571,0.21337890625
task_aligned,dfa_random,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,209.79481506347656,0.447998046875
low_sample_noisy,ndfa_random,0.0,1.0,0.0,14.0,512.0,0.05,0.0,0.1859738230705261,0.689697265625
low_sample_noisy,ndfa_random,0.0,2.0,0.0,14.0,512.0,0.05,0.0,0.1674378365278244,0.66796875
nuisance_dominant,nmnc,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.5582295656204224,0.1689453125
nuisance_dominant,nmnc,4.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.7227102518081665,0.1689453125
nuisance_dominant,vnc,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.341086745262146,0.16845703125
nuisance_dominant,bp,0.0,0.0,0.0,14.0,1024.0,0.15,0.4,0.9039783477783204,0.1884765625
task_aligned,vnc,0.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.4101868867874146,0.90380859375
nuisance_dominant,vnc,4.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.1490583419799805,0.183837890625
task_aligned,nmnc,0.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.4630019664764404,0.897216796875
low_sample_noisy,ndfa_random_kronecker,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,0.5192304849624634,0.50146484375
low_sample_noisy,drtp_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,1161285861376.0,0.131103515625
low_sample_noisy,drtp_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,1841616650240.0,0.127685546875
low_sample_noisy,vnc,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,1.3031067848205566,0.586181640625
low_sample_noisy,drtp_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,527678144512.0,0.121337890625
task_aligned,fa_random,3.0,1.0,0.0,14.0,4096.0,0.15,0.4,184854.859375,0.595947265625
task_aligned,fa_random,3.0,0.0,0.0,14.0,4096.0,0.15,0.4,752320.8125,0.47412109375
low_sample_noisy,ndfa_random_kronecker,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,1.077723264694214,0.480224609375
low_sample_noisy,ndfa_random_kronecker,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,0.4494527876377105,0.497314453125
task_aligned,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,2.7413432598114014,0.593505859375
nuisance_dominant,vnc,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,1.2613141536712646,0.205078125
nuisance_dominant,vnc,3.0,0.0,0.0,14.0,1024.0,0.15,0.2,1.2124933004379272,0.212890625
nuisance_dominant,nmnc,3.0,0.0,0.0,14.0,1024.0,0.15,0.2,1.5142977237701416,0.20458984375
task_aligned,dfa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,6.17674732208252,0.595703125
nuisance_dominant,drtp_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,2405960448.0,0.109619140625
nuisance_dominant,drtp_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.2,2017881728.0,0.1279296875
nuisance_dominant,drtp_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,2090393344.0,0.109619140625
low_sample_noisy,vnc,0.0,1.0,0.0,14.0,512.0,0.05,0.0,0.7486197352409363,0.331298828125
low_sample_noisy,vnc,0.0,0.0,0.0,14.0,512.0,0.05,0.0,0.8747125864028931,0.323974609375
low_sample_noisy,nmnc,0.0,0.0,0.0,14.0,512.0,0.05,0.0,1.1045799255371094,0.292724609375
low_sample_noisy,vnc,0.0,2.0,0.0,14.0,512.0,0.05,0.0,0.7559371590614319,0.341552734375
low_sample_noisy,drtp_random,0.0,1.0,0.0,14.0,512.0,0.05,0.0,4093655.25,0.123046875
low_sample_noisy,drtp_random,0.0,0.0,0.0,14.0,512.0,0.05,0.0,6905221.0,0.132080078125
task_aligned,bp,1.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.4504408836364746,0.891357421875
task_aligned,nmnc,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.4413527250289917,0.90673828125
nuisance_dominant,dfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.4,26355.09375,0.12451171875
nuisance_dominant,fa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.4,657675.1875,0.115478515625
nuisance_dominant,fa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.4,180270.09375,0.12109375
nuisance_dominant,fa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.4,46658.84765625,0.125732421875
task_aligned,vnc,0.0,0.0,0.0,14.0,1024.0,0.05,0.4,1.4122073650360107,0.908935546875
nuisance_dominant,dfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.4,27381.365234375,0.12646484375
nuisance_dominant,dfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.4,45076.65234375,0.123046875
task_aligned,vnc,0.0,1.0,0.0,14.0,1024.0,0.05,0.4,1.406132698059082,0.90869140625
low_sample_noisy,fa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,219097.890625,0.175048828125
low_sample_noisy,ndfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,0.9189730882644652,0.585205078125
low_sample_noisy,ndfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,0.9338055849075316,0.585693359375
low_sample_noisy,ndfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,0.953085482120514,0.547607421875
nuisance_dominant,nmnc,4.0,2.0,0.0,14.0,1024.0,0.05,0.4,1.561473369598389,0.16552734375
task_aligned,ndfa_random,3.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.0636252164840698,0.806396484375
task_aligned,fa_random,3.0,2.0,0.0,14.0,4096.0,0.15,0.4,630952.25,0.29736328125
low_sample_noisy,fa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,68543.6875,0.125
low_sample_noisy,nmnc,0.0,2.0,0.0,14.0,512.0,0.05,0.0,1.115236520767212,0.2939453125
low_sample_noisy,dfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.0,1633.3927001953125,0.14794921875
low_sample_noisy,dfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.0,1761.9520263671875,0.177001953125
low_sample_noisy,drtp_random,0.0,2.0,0.0,14.0,512.0,0.05,0.0,5561217.5,0.125732421875
task_aligned,nmnc,0.0,0.0,0.0,14.0,4096.0,0.15,0.4,1.452889323234558,0.909912109375
low_sample_noisy,nmnc,0.0,1.0,0.0,14.0,512.0,0.05,0.0,1.1128286123275757,0.28466796875
task_aligned,nmnc,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.4539806842803955,0.907470703125
low_sample_noisy,dfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.0,2236.027099609375,0.12109375
low_sample_noisy,bp,1.0,0.0,0.0,14.0,512.0,0.05,0.0,0.6840813159942627,0.2802734375
nuisance_dominant,ndfa_random_kronecker,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.0511247664690017,0.506591796875
nuisance_dominant,ndfa_random_kronecker,3.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.0501746386289596,0.51220703125
nuisance_dominant,ndfa_random_kronecker,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.0532016046345233,0.520751953125
task_aligned,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,9.936298370361328,0.58984375
nuisance_dominant,ndfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,0.3901259005069732,0.48876953125
nuisance_dominant,ndfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,0.4099216759204864,0.495849609375
task_aligned,fa_random,3.0,0.0,0.0,14.0,1024.0,0.05,0.4,26284.40625,0.4931640625
nuisance_dominant,fa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.2,56045.05078125,0.11865234375
nuisance_dominant,ndfa_random,3.0,0.0,0.0,14.0,1024.0,0.15,0.2,0.3534844517707824,0.50390625
nuisance_dominant,fa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,554747.5,0.126953125
nuisance_dominant,fa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,977254.125,0.138427734375
nuisance_dominant,dfa_random,3.0,2.0,0.0,14.0,1024.0,0.15,0.2,21859.53515625,0.132568359375
nuisance_dominant,dfa_random,3.0,1.0,0.0,14.0,1024.0,0.15,0.2,14678.74609375,0.130859375
task_aligned,fa_random,3.0,2.0,0.0,14.0,1024.0,0.05,0.4,14237.61328125,0.38134765625
task_aligned,fa_random,3.0,1.0,0.0,14.0,1024.0,0.05,0.4,15310.728515625,0.22119140625
low_sample_noisy,fa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.0,7670.86328125,0.135986328125
low_sample_noisy,ndfa_random,1.0,2.0,0.0,14.0,512.0,0.05,0.0,0.1865710020065307,0.6552734375
low_sample_noisy,ndfa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.0,0.1707479953765869,0.664794921875
low_sample_noisy,ndfa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.0,0.1778635680675506,0.64453125
task_aligned,vnc,0.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.4002771377563477,0.9150390625
task_aligned,vnc,0.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.402266263961792,0.91064453125
low_sample_noisy,fa_random,1.0,1.0,0.0,14.0,512.0,0.05,0.0,8146.54541015625,0.126953125
low_sample_noisy,fa_random,1.0,0.0,0.0,14.0,512.0,0.05,0.0,11878.8310546875,0.126708984375
low_sample_noisy,dfa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,18822.486328125,0.365234375
low_sample_noisy,fa_random,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,172869.875,0.22607421875
low_sample_noisy,dfa_random,4.0,2.0,0.0,14.0,4096.0,0.05,0.4,25999.291015625,0.288818359375
low_sample_noisy,dfa_random,4.0,1.0,0.0,14.0,4096.0,0.05,0.4,141342.328125,0.251953125
task_aligned,ndfa_random_kronecker,3.0,2.0,0.0,14.0,4096.0,0.15,0.4,0.5111725926399231,0.624755859375
task_aligned,ndfa_random,3.0,1.0,0.0,14.0,4096.0,0.15,0.4,1.073449969291687,0.79541015625
low_sample_noisy,bp,4.0,0.0,0.0,14.0,4096.0,0.05,0.4,1.148987889289856,0.565185546875
task_aligned,ndfa_random,3.0,2.0,0.0,14.0,4096.0,0.15,0.4,1.079514741897583,0.802001953125
nuisance_dominant,ndfa_random_kronecker,0.0,0.0,0.0,14.0,1024.0,0.15,0.4,0.0879467278718948,0.39404296875
nuisance_dominant,ndfa_random,0.0,2.0,0.0,14.0,1024.0,0.15,0.4,0.5216273665428162,0.35400390625
nuisance_dominant,ndfa_random_kronecker,0.0,1.0,0.0,14.0,1024.0,0.15,0.4,0.0911933332681655,0.387451171875
task_aligned,drtp_random,0.0,1.0,0.0,14.0,1024.0,0.05,0.4,10959146.0,0.345458984375
nuisance_dominant,ndfa_random,0.0,0.0,0.0,14.0,1024.0,0.15,0.4,0.63033127784729,0.385498046875
nuisance_dominant,ndfa_random,0.0,1.0,0.0,14.0,1024.0,0.15,0.4,0.6280425786972046,0.362060546875
task_aligned,drtp_random,0.0,2.0,0.0,14.0,1024.0,0.05,0.4,9097123.0,0.38671875
